Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Pure Love,Petals for Armor,'Cause it feels so new,Used to how the former feels,You think you know me,1
Pure Love,Petals for Armor,You think you know me,'Cause it feels so new,Wait 'til I open up to you,1
Pure Love,Petals for Armor,Wait 'til I open up to you,You think you know me,,1
Pure Love,Petals for Armor,If I want pure love,,Must stop acting so tough,2
Pure Love,Petals for Armor,Must stop acting so tough,If I want pure love,"(I give a little, you give a little",3
Pure Love,Petals for Armor,"(I give a little, you give a little",Must stop acting so tough,We get a little sentimental),3
Pure Love,Petals for Armor,We get a little sentimental),"(I give a little, you give a little",If I want your love,3
Pure Love,Petals for Armor,If I want your love,We get a little sentimental),"Ooh, got to open up",3
Pure Love,Petals for Armor,"Ooh, got to open up",If I want your love,"(I give a little, you give a little",3
Pure Love,Petals for Armor,"(I give a little, you give a little","Ooh, got to open up",We get a little sentimental),2
Pure Love,Petals for Armor,We get a little sentimental),"(I give a little, you give a little",,3
Pure Love,Petals for Armor,A deeper way,,A deeper way to understand,1
Pure Love,Petals for Armor,A deeper way to understand,A deeper way,To understand the line between,1
Pure Love,Petals for Armor,To understand the line between,A deeper way to understand,"Who you are and who I am, baby",1
Pure Love,Petals for Armor,"Who you are and who I am, baby",To understand the line between,"'Cause to let you in (I want your love, I want your love now)",1
Pure Love,Petals for Armor,"'Cause to let you in (I want your love, I want your love now)","Who you are and who I am, baby",Is true compromise (I want your love),1
Pure Love,Petals for Armor,Is true compromise (I want your love),"'Cause to let you in (I want your love, I want your love now)",Not just the friction of our skin (I want your love now),1
Pure Love,Petals for Armor,Not just the friction of our skin (I want your love now),Is true compromise (I want your love),You might also like[Chorus],1
Pure Love,Petals for Armor,You might also like[Chorus],Not just the friction of our skin (I want your love now),If I want pure love,1
Pure Love,Petals for Armor,If I want pure love,You might also like[Chorus],Must stop acting so tough,1
Pure Love,Petals for Armor,"(I give a little, you give a little","Ooh, got to open up",We get a little experimental),1
Pure Love,Petals for Armor,We get a little experimental),"(I give a little, you give a little",,1
Pure Love,Petals for Armor,"I guess, I guess (I guess, I guess)",,"I could, I guess (I could, I guess)",1
Pure Love,Petals for Armor,"I could, I guess (I could, I guess)","I guess, I guess (I guess, I guess)",Guess I oughta clean up these bloody fists if it's alright,1
Pure Love,Petals for Armor,Guess I oughta clean up these bloody fists if it's alright,"I could, I guess (I could, I guess)","And yes, I guess (And yes, I guess)",1
Pure Love,Petals for Armor,"And yes, I guess (And yes, I guess)",Guess I oughta clean up these bloody fists if it's alright,It's for the best (It's for the best),1
Pure Love,Petals for Armor,It's for the best (It's for the best),"And yes, I guess (And yes, I guess)",Guess you really gotta call your own bluff if you want pure love,1
Pure Love,Petals for Armor,Guess you really gotta call your own bluff if you want pure love,It's for the best (It's for the best),(If I want pure love),1
Pure Love,Petals for Armor,(If I want pure love),Guess you really gotta call your own bluff if you want pure love,,1
Pure Love,Petals for Armor,"If I want your love, ooh",,(If I want your love),1
Pure Love,Petals for Armor,(If I want your love),"If I want your love, ooh","(I want your love, I want your love",1
Pure Love,Petals for Armor,"(I want your love, I want your love",(If I want your love),"I want your love, I want your love now)",2
Pure Love,Petals for Armor,"I want your love, I want your love now)","(I want your love, I want your love","(I want your love, I want your love",1
Pure Love,Petals for Armor,"(I want your love, I want your love","I want your love, I want your love now)","I want your love, I want your love now)",1
Pure Love,Petals for Armor,"I want your love, I want your love now)","(I want your love, I want your love","(I give a little, you give a little",2
Pure Love,Petals for Armor,"(I give a little, you give a little","I want your love, I want your love now)",We get a little sentimental),2
Pure Love,Petals for Armor,We get a little sentimental),"(I give a little, you give a little",And if I want your love,1
Pure Love,Petals for Armor,And if I want your love,We get a little sentimental),(If I want your love),1
Pure Love,Petals for Armor,(If I want your love),And if I want your love,"(I want your love, I want your love",1
Roses/Lotus/Violet/Iris,Petals for Armor,I have seen your body,,And I have seen your beauty,1
Roses/Lotus/Violet/Iris,Petals for Armor,And I have seen your beauty,I have seen your body,They are separate things,1
Roses/Lotus/Violet/Iris,Petals for Armor,They are separate things,And I have seen your beauty,"Pretty, pretty, pretty things",1
Roses/Lotus/Violet/Iris,Petals for Armor,"Pretty, pretty, pretty things",They are separate things,But I am in a garden,1
Roses/Lotus/Violet/Iris,Petals for Armor,But I am in a garden,"Pretty, pretty, pretty things",Tending to my own,1
Roses/Lotus/Violet/Iris,Petals for Armor,Tending to my own,But I am in a garden,So what do I care,1
Roses/Lotus/Violet/Iris,Petals for Armor,So what do I care,Tending to my own,And what do you care if I grow?,1
Roses/Lotus/Violet/Iris,Petals for Armor,And what do you care if I grow?,So what do I care,If I grow,1
Roses/Lotus/Violet/Iris,Petals for Armor,If I grow,And what do you care if I grow?,,1
Roses/Lotus/Violet/Iris,Petals for Armor,"Roses, roses, roses, roses, roses",,"(Roses, roses, roses, roses, roses)",2
Roses/Lotus/Violet/Iris,Petals for Armor,"(Roses, roses, roses, roses, roses)","Roses, roses, roses, roses, roses",Show no concern for colors of a violet,3
Roses/Lotus/Violet/Iris,Petals for Armor,Show no concern for colors of a violet,"(Roses, roses, roses, roses, roses)","Lotus, lotus, lotus, lotus, lotus",3
Roses/Lotus/Violet/Iris,Petals for Armor,"Lotus, lotus, lotus, lotus, lotus",Show no concern for colors of a violet,"(Lotus, lotus, lotus, lotus, lotus)",3
Roses/Lotus/Violet/Iris,Petals for Armor,"(Lotus, lotus, lotus, lotus, lotus)","Lotus, lotus, lotus, lotus, lotus",Hopes it won't spark envy in your irises,3
Roses/Lotus/Violet/Iris,Petals for Armor,Hopes it won't spark envy in your irises,"(Lotus, lotus, lotus, lotus, lotus)",,2
Roses/Lotus/Violet/Iris,Petals for Armor,Think of all the wilted women,,Who crane their necks to reach a window,1
Roses/Lotus/Violet/Iris,Petals for Armor,Who crane their necks to reach a window,Think of all the wilted women,Ripping all their petals off just 'cause,1
Roses/Lotus/Violet/Iris,Petals for Armor,Ripping all their petals off just 'cause,Who crane their necks to reach a window,"""He loves me now, he loves me not""",1
Roses/Lotus/Violet/Iris,Petals for Armor,"""He loves me now, he loves me not""",Ripping all their petals off just 'cause,I myself was a wilted woman,1
Roses/Lotus/Violet/Iris,Petals for Armor,I myself was a wilted woman,"""He loves me now, he loves me not""",Drowsy in a dark room,1
Roses/Lotus/Violet/Iris,Petals for Armor,Drowsy in a dark room,I myself was a wilted woman,Forgot my roots,1
Roses/Lotus/Violet/Iris,Petals for Armor,Forgot my roots,Drowsy in a dark room,Now watch me bloom,1
Roses/Lotus/Violet/Iris,Petals for Armor,Now watch me bloom,Forgot my roots,"You might also like[Chorus: Hayley Williams, boygenius, Both]",1
Roses/Lotus/Violet/Iris,Petals for Armor,"You might also like[Chorus: Hayley Williams, boygenius, Both]",Now watch me bloom,"Roses, roses, roses, roses, roses",1
Roses/Lotus/Violet/Iris,Petals for Armor,"Roses, roses, roses, roses, roses","You might also like[Chorus: Hayley Williams, boygenius, Both]","(Roses, roses, roses, roses, roses)",1
Roses/Lotus/Violet/Iris,Petals for Armor,Hopes it won't spark envy in your irises,"(Lotus, lotus, lotus, lotus, lotus)",(Irises),1
Roses/Lotus/Violet/Iris,Petals for Armor,(Irises),Hopes it won't spark envy in your irises,,1
Roses/Lotus/Violet/Iris,Petals for Armor,And I will not compare,,Other beauty to mine,1
Roses/Lotus/Violet/Iris,Petals for Armor,Other beauty to mine,And I will not compare,And I will not become,1
Roses/Lotus/Violet/Iris,Petals for Armor,And I will not become,Other beauty to mine,A thorn in my own side,1
Roses/Lotus/Violet/Iris,Petals for Armor,A thorn in my own side,And I will not become,And I will not return,1
Roses/Lotus/Violet/Iris,Petals for Armor,And I will not return,A thorn in my own side,To where I once was,1
Roses/Lotus/Violet/Iris,Petals for Armor,To where I once was,And I will not return,"Well, I can break through the earth",1
Roses/Lotus/Violet/Iris,Petals for Armor,"Well, I can break through the earth",To where I once was,Come out soft and wild,1
Roses/Lotus/Violet/Iris,Petals for Armor,Come out soft and wild,"Well, I can break through the earth",,1
Roses/Lotus/Violet/Iris,Petals for Armor,"(Roses, roses, roses, roses)",,"(Roses, roses, roses, roses)",1
Roses/Lotus/Violet/Iris,Petals for Armor,"(Roses, roses, roses, roses)","(Roses, roses, roses, roses)","(Roses, roses, roses, roses)",1
Roses/Lotus/Violet/Iris,Petals for Armor,"(Roses, roses, roses, roses)","(Roses, roses, roses, roses)","(Roses, roses, roses, roses, roses)",1
Roses/Lotus/Violet/Iris,Petals for Armor,"(Roses, roses, roses, roses, roses)","(Roses, roses, roses, roses)",,1
Simmer,Petals for Armor,Rage is a quiet thing,,"Ooh, you think that you've tamed it",1
Simmer,Petals for Armor,"Ooh, you think that you've tamed it",Rage is a quiet thing,But it's just lying in wait,1
Simmer,Petals for Armor,But it's just lying in wait,"Ooh, you think that you've tamed it","Rage, is it in our veins?",1
Simmer,Petals for Armor,"Rage, is it in our veins?",But it's just lying in wait,Feel it in my face when,1
Simmer,Petals for Armor,Feel it in my face when,"Rage, is it in our veins?",When I least expect it,1
Simmer,Petals for Armor,When I least expect it,Feel it in my face when,,1
Simmer,Petals for Armor,Give in,,,2
Simmer,Petals for Armor,Control,,There's so many ways to give in,3
Simmer,Petals for Armor,There's so many ways to give in,Control,Eyes closed,6
Simmer,Petals for Armor,Eyes closed,There's so many ways to give in,Another way to make it to ten,6
Simmer,Petals for Armor,Another way to make it to ten,Eyes closed,"Oh, how to draw the line between wrath and mercy?",6
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"Gotta simmer, simmer, simmer, simmer, simmer down",3
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer, simmer, simmer down","Oh, how to draw the line between wrath and mercy?",Control,2
Simmer,Petals for Armor,Control,"Gotta simmer, simmer, simmer, simmer, simmer down",There's so many ways to give in,2
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer, simmer, simmer down","Oh, how to draw the line between wrath and mercy?",,1
Simmer,Petals for Armor,If I had seen my reflection,,As something more precious,1
Simmer,Petals for Armor,As something more precious,If I had seen my reflection,He would've never,1
Simmer,Petals for Armor,He would've never,As something more precious,"Mmm, and if my child needed protection",1
Simmer,Petals for Armor,"Mmm, and if my child needed protection",He would've never,From a fucker like that man,1
Simmer,Petals for Armor,From a fucker like that man,"Mmm, and if my child needed protection",I'd sooner gut him,1
Simmer,Petals for Armor,I'd sooner gut him,From a fucker like that man,'Cause nothing cuts like a mother,1
Simmer,Petals for Armor,'Cause nothing cuts like a mother,I'd sooner gut him,You might also like[Refrain],1
Simmer,Petals for Armor,You might also like[Refrain],'Cause nothing cuts like a mother,Give in,1
Simmer,Petals for Armor,Give in,You might also like[Refrain],,1
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"Simmer, simmer, simmer, simmer, simmer down",1
Simmer,Petals for Armor,"Simmer, simmer, simmer, simmer, simmer down","Oh, how to draw the line between wrath and mercy?",Control,1
Simmer,Petals for Armor,Control,"Simmer, simmer, simmer, simmer, simmer down",There's so many ways to give in,1
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"(Simmer, simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)","Oh, how to draw the line between wrath and mercy?","Gotta simmer, simmer, simmer, simmer, simmer down",1
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer, simmer, simmer down","(Simmer, simmer, simmer, simmer, simmer, simmer)",,1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer)",,"(Simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer)",Wrap yourself in petals (Yourself),1
Simmer,Petals for Armor,Wrap yourself in petals (Yourself),"(Simmer, simmer, simmer, simmer, simmer)","Wrap yourself in petals (Control, yourself)",1
Simmer,Petals for Armor,"Wrap yourself in petals (Control, yourself)",Wrap yourself in petals (Yourself),"Wrap yourself in petals for armor (Control, control)",1
Simmer,Petals for Armor,"Wrap yourself in petals for armor (Control, control)","Wrap yourself in petals (Control, yourself)","(Simmer, simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)","Wrap yourself in petals for armor (Control, control)",Petals,1
Simmer,Petals for Armor,Petals,"(Simmer, simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer)",Petals,For armor,1
Simmer,Petals for Armor,For armor,"(Simmer, simmer, simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer, simmer, simmer, simmer)",For armor,"(Simmer, simmer, simmer)",1
Simmer,Petals for Armor,"(Simmer, simmer, simmer)","(Simmer, simmer, simmer, simmer, simmer, simmer)",,1
Simmer,Petals for Armor,"Oh, how to draw the line between wrath and mercy?",Another way to make it to ten,"Gotta simmer, simmer, simmer",1
Simmer,Petals for Armor,"Gotta simmer, simmer, simmer","Oh, how to draw the line between wrath and mercy?",,1
Sudden Desire,Petals for Armor,I wanted him to kiss me how,,With open mouth and open mouth,2
Sudden Desire,Petals for Armor,With open mouth and open mouth,I wanted him to kiss me how,We keep our distance now,2
Sudden Desire,Petals for Armor,We keep our distance now,With open mouth and open mouth,I wanna feel his hands go down,1
Sudden Desire,Petals for Armor,I wanna feel his hands go down,We keep our distance now,I try not to think about,1
Sudden Desire,Petals for Armor,I try not to think about,I wanna feel his hands go down,What happened last night outside his house,1
Sudden Desire,Petals for Armor,What happened last night outside his house,I try not to think about,Too far to go back now,2
Sudden Desire,Petals for Armor,Too far to go back now,What happened last night outside his house,Just wanna feel his hands go down,2
Sudden Desire,Petals for Armor,Just wanna feel his hands go down,Too far to go back now,,2
Sudden Desire,Petals for Armor,Sudden,,Sudden desi - ,1
Sudden Desire,Petals for Armor,Sudden desi -,Sudden,Sudden,1
Sudden Desire,Petals for Armor,Sudden,Sudden desi -,Sudden desi - ,1
Sudden Desire,Petals for Armor,Sudden desi -,Sudden,A sudden desire,1
Sudden Desire,Petals for Armor,A sudden desire,Sudden desi -,,1
Sudden Desire,Petals for Armor,Take the elephant by the hand and hold it,,It's cruel to tame a thing that don't know its strength,1
Sudden Desire,Petals for Armor,It's cruel to tame a thing that don't know its strength,Take the elephant by the hand and hold it,But better to walk beside it,1
Sudden Desire,Petals for Armor,But better to walk beside it,It's cruel to tame a thing that don't know its strength,Than underneath,1
Sudden Desire,Petals for Armor,Than underneath,But better to walk beside it,My kind companion,1
Sudden Desire,Petals for Armor,My kind companion,Than underneath,Softened stone,1
Sudden Desire,Petals for Armor,Softened stone,My kind companion,My gentle giant,1
Sudden Desire,Petals for Armor,My gentle giant,Softened stone,Painful reminder,1
Sudden Desire,Petals for Armor,Painful reminder,My gentle giant,You might also like[Chorus],1
Sudden Desire,Petals for Armor,You might also like[Chorus],Painful reminder,Don't look in my eyes (Sudden),1
Sudden Desire,Petals for Armor,Don't look in my eyes (Sudden),You might also like[Chorus],I feel a sudden desire (Sudden desire),1
Sudden Desire,Petals for Armor,I feel a sudden desire (Sudden desire),Don't look in my eyes (Sudden),Don't know if I can deny (Sudden),2
Sudden Desire,Petals for Armor,Don't know if I can deny (Sudden),I feel a sudden desire (Sudden desire),A sudden desire (Sudden desire),2
Sudden Desire,Petals for Armor,A sudden desire (Sudden desire),Don't know if I can deny (Sudden),Your fingerprints on my skin,2
Sudden Desire,Petals for Armor,Your fingerprints on my skin,A sudden desire (Sudden desire),A painful reminder,2
Sudden Desire,Petals for Armor,A painful reminder,Your fingerprints on my skin,Don't look in my eyes (Sudden),2
Sudden Desire,Petals for Armor,Don't look in my eyes (Sudden),A painful reminder,I feel a sudden desire (Sudden desire),2
Sudden Desire,Petals for Armor,I feel a sudden desire (Sudden desire),Don't look in my eyes (Sudden),A sudden desire,2
Sudden Desire,Petals for Armor,A sudden desire,I feel a sudden desire (Sudden desire),,2
Sudden Desire,Petals for Armor,"Won't fit in the room, big balloon",,Trails me 'cause I can't let go,1
Sudden Desire,Petals for Armor,Trails me 'cause I can't let go,"Won't fit in the room, big balloon","Everywhere I am, it sticks close like a friend",1
Sudden Desire,Petals for Armor,"Everywhere I am, it sticks close like a friend",Trails me 'cause I can't let go,Just like him,1
Sudden Desire,Petals for Armor,Just like him,"Everywhere I am, it sticks close like a friend",Just like him,1
Sudden Desire,Petals for Armor,Just like him,Just like him,Friendly reminder of a sudden desire,1
Sudden Desire,Petals for Armor,Friendly reminder of a sudden desire,Just like him,,1
Sudden Desire,Petals for Armor,Don't look in my eyes (Sudden),,I feel a sudden desire (Sudden desire),1
Sudden Desire,Petals for Armor,We keep our distance now,With open mouth and open mouth,I wanna feel his hand go down,1
Sudden Desire,Petals for Armor,I wanna feel his hand go down,We keep our distance now,I try not to think about,1
Sudden Desire,Petals for Armor,I try not to think about,I wanna feel his hand go down,What happened last night outside his house,1
Sugar on the Rim,Petals for Armor,Sugar on the rim,,Sugar on the rim,2
Sugar on the Rim,Petals for Armor,Sugar on the rim,Sugar on the rim,Sugar on the rim,7
Sugar on the Rim,Petals for Armor,Sugar on the rim,Sugar on the rim,,1
Sugar on the Rim,Petals for Armor,Do you taste old shame when you lick my wounds?,,'Cause I feel redeemed in spite of you,1
Sugar on the Rim,Petals for Armor,'Cause I feel redeemed in spite of you,Do you taste old shame when you lick my wounds?,Had a life in hiding but a storm kept coming in,1
Sugar on the Rim,Petals for Armor,Had a life in hiding but a storm kept coming in,'Cause I feel redeemed in spite of you,Could you be the silver lining like sugar on the rim?,1
Sugar on the Rim,Petals for Armor,Could you be the silver lining like sugar on the rim?,Had a life in hiding but a storm kept coming in,,1
Sugar on the Rim,Petals for Armor,You took me by,,You took me by,2
Sugar on the Rim,Petals for Armor,You took me by,You took me by,You took me by,3
Sugar on the Rim,Petals for Armor,You took me by,You took me by,Surprise,3
Sugar on the Rim,Petals for Armor,Surprise,You took me by,You took me by,1
Sugar on the Rim,Petals for Armor,You took me by,Surprise,You took me by,1
Sugar on the Rim,Petals for Armor,Surprise,You took me by,,2
Sugar on the Rim,Petals for Armor,Never felt this sensation,,A kiss to every scar,3
Sugar on the Rim,Petals for Armor,A kiss to every scar,Never felt this sensation,Eclipse my expectation,3
Sugar on the Rim,Petals for Armor,Eclipse my expectation,A kiss to every scar,Shock to my heart,1
Sugar on the Rim,Petals for Armor,Shock to my heart,Eclipse my expectation,"Sugar on, sugar on",2
Sugar on the Rim,Petals for Armor,"Sugar on, sugar on",Shock to my heart,"Sugar, sugar on the rim",2
Sugar on the Rim,Petals for Armor,"Sugar, sugar on the rim","Sugar on, sugar on",On the rim,2
Sugar on the Rim,Petals for Armor,On the rim,"Sugar, sugar on the rim",You might also like[Verse 2],1
Sugar on the Rim,Petals for Armor,You might also like[Verse 2],On the rim,I love to play with our shadows,1
Sugar on the Rim,Petals for Armor,I love to play with our shadows,You might also like[Verse 2],In and out of the glow,1
Sugar on the Rim,Petals for Armor,In and out of the glow,I love to play with our shadows,I'm not afraid of a dark side,1
Sugar on the Rim,Petals for Armor,I'm not afraid of a dark side,In and out of the glow,Just tell me things I don't know,1
Sugar on the Rim,Petals for Armor,Just tell me things I don't know,I'm not afraid of a dark side,Maybe we just had to feel it,1
Sugar on the Rim,Petals for Armor,Maybe we just had to feel it,Just tell me things I don't know,So we'd know the difference (Difference),1
Sugar on the Rim,Petals for Armor,So we'd know the difference (Difference),Maybe we just had to feel it,When we tell our gory story,1
Sugar on the Rim,Petals for Armor,When we tell our gory story,So we'd know the difference (Difference),With a sweetness on our lips,1
Sugar on the Rim,Petals for Armor,With a sweetness on our lips,When we tell our gory story,,1
Sugar on the Rim,Petals for Armor,Eclipse my expectation,A kiss to every scar,Shock to my heart (Sugar on the rim),2
Sugar on the Rim,Petals for Armor,Shock to my heart (Sugar on the rim),Eclipse my expectation,Never felt this sensation (Sensation),2
Sugar on the Rim,Petals for Armor,Never felt this sensation (Sensation),Shock to my heart (Sugar on the rim),Kiss to every scar (Scar),2
Sugar on the Rim,Petals for Armor,Kiss to every scar (Scar),Never felt this sensation (Sensation),Eclipse my expectation,2
Sugar on the Rim,Petals for Armor,Eclipse my expectation,Kiss to every scar (Scar),Shock to my heart (Sugar on the rim),1
Sugar on the Rim,Petals for Armor,Shock to my heart (Sugar on the rim),Eclipse my expectation,,1
Sugar on the Rim,Petals for Armor,Sugar on the rim,Sugar on the rim,Bitter if you walk away,1
Sugar on the Rim,Petals for Armor,Bitter if you walk away,Sugar on the rim,"Mmm, sweeter if you stay",1
Sugar on the Rim,Petals for Armor,"Mmm, sweeter if you stay",Bitter if you walk away,Bitter if you ever walk away,1
Sugar on the Rim,Petals for Armor,Bitter if you ever walk away,"Mmm, sweeter if you stay",'Cause it just gets sweeter by the day,1
Sugar on the Rim,Petals for Armor,'Cause it just gets sweeter by the day,Bitter if you ever walk away,Bitter if you walk away (Sugar on the rim),1
Sugar on the Rim,Petals for Armor,Bitter if you walk away (Sugar on the rim),'Cause it just gets sweeter by the day,"Mmm, sweeter if you stay",1
Sugar on the Rim,Petals for Armor,"Mmm, sweeter if you stay",Bitter if you walk away (Sugar on the rim),Bitter if you ever walk away (Walk away),1
Sugar on the Rim,Petals for Armor,Bitter if you ever walk away (Walk away),"Mmm, sweeter if you stay",'Cause it just gets sweeter by the day,1
Sugar on the Rim,Petals for Armor,'Cause it just gets sweeter by the day,Bitter if you ever walk away (Walk away),,1
Sugar on the Rim,Petals for Armor,Eclipse my expectation,Kiss to every scar (Scar),Shock to my heart,1
Sugar on the Rim,Petals for Armor,On the rim,"Sugar, sugar on the rim",,1
Taken,Petals for Armor,My feet won't touch the ground beneath me,,I'm flying but I'm not afraid to fall,1
Taken,Petals for Armor,I'm flying but I'm not afraid to fall,My feet won't touch the ground beneath me,I wear my pretty dress with big-ass sneakers,1
Taken,Petals for Armor,I wear my pretty dress with big-ass sneakers,I'm flying but I'm not afraid to fall,But we don't gotta go nowhere at all,1
Taken,Petals for Armor,But we don't gotta go nowhere at all,I wear my pretty dress with big-ass sneakers,,1
Taken,Petals for Armor,"If anybody asks, yeah",,I'm taken,2
Taken,Petals for Armor,I'm taken,"If anybody asks, yeah",If anybody wants to know,6
Taken,Petals for Armor,If anybody wants to know,I'm taken,He is too,6
Taken,Petals for Armor,He is too,If anybody wants to know,"If anybody asks, yeah",3
Taken,Petals for Armor,"If anybody asks, yeah",He is too,I'm taken,3
Taken,Petals for Armor,He is too,If anybody wants to know,,3
Taken,Petals for Armor,Ba-ba-ba-ba,,"Ba-ba, uh-uh",2
Taken,Petals for Armor,"Ba-ba, uh-uh",Ba-ba-ba-ba,"Uh-uh, uh-uh",1
Taken,Petals for Armor,"Uh-uh, uh-uh","Ba-ba, uh-uh",Uh-uh-uh,1
Taken,Petals for Armor,Uh-uh-uh,"Uh-uh, uh-uh","Uh-uh, uh-uh",1
Taken,Petals for Armor,"Uh-uh, uh-uh",Uh-uh-uh,Uh-uh,1
Taken,Petals for Armor,Uh-uh,"Uh-uh, uh-uh",,1
Taken,Petals for Armor,It's easy to see how people stop believing,,'Cause everyone I know's got a broken heart,1
Taken,Petals for Armor,'Cause everyone I know's got a broken heart,It's easy to see how people stop believing,And though I'm still picking up my pieces,1
Taken,Petals for Armor,And though I'm still picking up my pieces,'Cause everyone I know's got a broken heart,He makes me wanna give it another shot,1
Taken,Petals for Armor,He makes me wanna give it another shot,And though I'm still picking up my pieces,You might also like[Chorus],1
Taken,Petals for Armor,You might also like[Chorus],He makes me wanna give it another shot,"If anybody asks, yeah",1
Taken,Petals for Armor,"If anybody asks, yeah",You might also like[Chorus],I'm taken,1
Taken,Petals for Armor,"Ba-ba, uh-uh",Ba-ba-ba-ba,,1
Taken,Petals for Armor,Would I do it all again?,,"Oh yeah, in a second",1
Taken,Petals for Armor,"Oh yeah, in a second",Would I do it all again?,Might've taken thirty years,1
Taken,Petals for Armor,Might've taken thirty years,"Oh yeah, in a second",But I was always on my way to him,1
Taken,Petals for Armor,But I was always on my way to him,Might've taken thirty years,,1
Taken,Petals for Armor,(Ba-ba-ba-ba) I'm taken,,(Ba-ba-ba-ba),1
Taken,Petals for Armor,(Ba-ba-ba-ba),(Ba-ba-ba-ba) I'm taken,He is too,1
Taken,Petals for Armor,He is too,(Ba-ba-ba-ba),(Ba-ba-ba-ba-ba-ba) I'm taken,1
Taken,Petals for Armor,(Ba-ba-ba-ba-ba-ba) I'm taken,He is too,(Ba-ba-ba-ba),1
Taken,Petals for Armor,(Ba-ba-ba-ba),(Ba-ba-ba-ba-ba-ba) I'm taken,He is too,1
Taken,Petals for Armor,He is too,(Ba-ba-ba-ba),,1
Watch Me While I Bloom,Petals for Armor,How lucky I feel,,To be in my body again,1
Watch Me While I Bloom,Petals for Armor,To be in my body again,How lucky I feel,How lovely I feel,1
Watch Me While I Bloom,Petals for Armor,How lovely I feel,To be in my body again,Not to have to pretend,1
Watch Me While I Bloom,Petals for Armor,Not to have to pretend,How lovely I feel,Shocking to feel,1
Watch Me While I Bloom,Petals for Armor,Shocking to feel,Not to have to pretend,A positive charge,1
Watch Me While I Bloom,Petals for Armor,A positive charge,Shocking to feel,Innocuous thrill,1
Watch Me While I Bloom,Petals for Armor,Innocuous thrill,A positive charge,Big invisible spark (Hmm),1
Watch Me While I Bloom,Petals for Armor,Big invisible spark (Hmm),Innocuous thrill,,1
Watch Me While I Bloom,Petals for Armor,You wanna look inside of me?,,And just watch me bloom,3
Watch Me While I Bloom,Petals for Armor,And just watch me bloom,You wanna look inside of me?,You only got one side of me,4
Watch Me While I Bloom,Petals for Armor,You only got one side of me,And just watch me bloom,"Here's something new, ah",6
Watch Me While I Bloom,Petals for Armor,"Here's something new, ah",You only got one side of me,I'm alive in spite of me,6
Watch Me While I Bloom,Petals for Armor,I'm alive in spite of me,"Here's something new, ah",And I'm on the move,6
Watch Me While I Bloom,Petals for Armor,And I'm on the move,I'm alive in spite of me,So come and look inside of me,6
Watch Me While I Bloom,Petals for Armor,So come and look inside of me,And I'm on the move,"Watch me while I bloom, ah",4
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, ah",So come and look inside of me,Wanna look inside of me?,2
Watch Me While I Bloom,Petals for Armor,Wanna look inside of me?,"Watch me while I bloom, ah",And just watch me bloom,2
Watch Me While I Bloom,Petals for Armor,And just watch me bloom,Wanna look inside of me?,You only got one side of me,2
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, ah",So come and look inside of me,You might also like[Verse 2],1
Watch Me While I Bloom,Petals for Armor,You might also like[Verse 2],"Watch me while I bloom, ah",If you feel like you're never gonna reach the sky,1
Watch Me While I Bloom,Petals for Armor,If you feel like you're never gonna reach the sky,You might also like[Verse 2],"'Til you pull up your roots, leave your dirt behind",1
Watch Me While I Bloom,Petals for Armor,"'Til you pull up your roots, leave your dirt behind",If you feel like you're never gonna reach the sky,"Baby, you got a lot of shit to learn",1
Watch Me While I Bloom,Petals for Armor,"Baby, you got a lot of shit to learn","'Til you pull up your roots, leave your dirt behind",,1
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, ah",So come and look inside of me,,1
Watch Me While I Bloom,Petals for Armor,If you feel like you're never gonna reach the sky,,"'Til you pull up your roots, leave your dirt behind",1
Watch Me While I Bloom,Petals for Armor,"'Til you pull up your roots, leave your dirt behind",If you feel like you're never gonna reach the sky,"Ooh, got a lot to learn",1
Watch Me While I Bloom,Petals for Armor,"Ooh, got a lot to learn","'Til you pull up your roots, leave your dirt behind","Got a lot, got a lot, got a lot",1
